quality,acumulative
0,4.5812261352975504e-05
1,0.00023271300875678138
2,0.0004441797513788495
3,0.09526294578152066
4,0.09553217581019648
5,0.09581734053847334
6,0.25305332082459414
7,0.253456335935337
8,0.2539516395146025
9,0.3854570636199521
10,0.3862581142478125
11,0.38734134184777447
12,0.4808176094365291
13,0.4826388128117641
14,0.4852255457136654
15,0.5441191995203656
16,0.5480856118293899
17,0.5541009609287805
18,0.5906110094167435
19,0.5989614559535026
20,0.6105861512853659
21,0.6371751894071429
22,0.6518696382225639
23,0.6715931446266533
24,0.6978800874018273
25,0.7206945935556092
26,0.7455105643738625
27,0.7677909261181014
28,0.7802505333144772
29,0.7862243858003236
30,0.790207728727674
31,0.7906695030431956
32,0.7909958324121085
33,0.7939895640996529
34,0.7944506744693579
35,0.7949931182016098
36,0.8000175281695612
37,0.8007382413535996
38,0.8016966471400202
39,0.8035842450969262
40,0.8056796580944622
41,0.8080330140417901
42,0.8108488082504562
43,0.8139740012097093
44,0.8169391832271352
45,0.8204428253019128
46,0.8245553056906132
47,0.8290545345175471
48,0.8344869391898666
49,0.8416877635449926
50,0.848195760440382
51,0.8559220979094339
52,0.8671646924237807
53,0.8765605216489493
54,0.887801124325846
55,0.9058322328431422
56,0.9162100379312245
57,0.9252732303022215
58,0.934765331670813
59,0.9368617405870742
60,0.9380658063256774
61,0.9391875427830085
62,0.9404168384626468
63,0.9418592607494488
64,0.9435353919637326
65,0.945116578926227
66,0.9463299399062641
67,0.9471143918887067
68,0.9478274696958531
69,0.9485342400177407
70,0.9493057450567574
71,0.9502180066089166
72,0.9510718409292055
73,0.9519455936239956
74,0.9530268293865074
75,0.9540974420159519
76,0.9553635866884175
77,0.9566901504302037
78,0.9581229455026634
79,0.9598382495201332
80,0.9617799590611009
81,0.963966996581343
82,0.966444842369304
83,0.9691663562719973
84,0.9717308469890389
85,0.9742372424471184
86,0.9765710119928532
87,0.9779184900278658
88,0.9789160686174723
89,0.9796693151465296
90,0.9800932445504987
91,0.980662246115419
92,0.9811578816675929
93,0.9816296151703652
94,0.9820718030842939
95,0.9824505841727268
96,0.9827510196547881
97,0.9830043149838628
98,0.9832609300420211
99,1.0
